build_year,sub_area,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,month,dow,year,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely
1967.0,14,39.0,7.0,22.0,2.0,5.0,12.0,5,1,2014,0.4166666666666667,0.1794871794871795,3.0,1,1,1,1,1,0,1
1990.0,69,53.0,8.0,30.0,2.0,11.0,12.0,5,1,2014,0.9166666666666666,0.1509433962264151,,1,1,1,1,0,0,0
1969.0,136,63.0,7.0,43.0,3.0,8.0,9.0,5,1,2014,0.8888888888888888,0.1111111111111111,3.0,1,1,1,0,1,0,0
1993.0,65,53.0,9.0,32.0,2.0,1.0,14.0,5,1,2014,0.07142857142857142,0.16981132075471697,2.0,1,0,1,1,1,1,0
1977.0,37,32.0,6.0,18.0,1.0,6.0,9.0,5,1,2014,0.6666666666666666,0.1875,2.0,1,0,1,0,0,0,1
2001.0,60,51.0,9.0,30.0,2.0,5.0,14.0,5,1,2014,0.35714285714285715,0.17647058823529413,3.0,1,0,1,0,1,1,1
,74,62.0,,,2.0,10.0,17.0,5,1,2014,0.5882352941176471,,,1,1,1,0,1,0,0
2014.0,72,38.0,,38.0,1.0,10.0,16.0,5,1,2014,0.625,,1.0,1,1,1,0,1,0,0
1958.0,28,54.0,7.0,31.0,2.0,1.0,4.0,5,1,2014,0.25,0.12962962962962962,2.0,0,1,1,1,1,1,1
2006.0,55,41.0,8.0,19.0,1.0,11.0,17.0,5,1,2014,0.6470588235294118,0.1951219512195122,,1,1,1,0,1,0,0
1987.0,79,38.0,8.0,19.0,1.0,7.0,17.0,5,1,2014,0.4117647058823529,0.21052631578947367,3.0,1,0,1,1,1,0,0
1931.0,20,84.0,9.0,53.0,3.0,5.0,5.0,5,1,2014,1.0,0.10714285714285714,,1,1,1,1,1,0,0
1980.0,116,35.0,9.0,17.0,1.0,1.0,12.0,5,1,2014,0.08333333333333333,0.2571428571428571,3.0,0,1,1,0,1,1,1
2002.0,132,84.0,10.0,48.0,3.0,5.0,17.0,5,1,2014,0.29411764705882354,0.11904761904761904,3.0,1,0,1,1,0,0,0
2006.0,45,61.0,9.0,31.0,2.0,6.0,14.0,5,1,2014,0.42857142857142855,0.14754098360655737,4.0,1,0,1,1,1,0,0
2014.0,72,76.0,,73.0,3.0,14.0,17.0,5,1,2014,0.8235294117647058,,1.0,1,1,1,0,1,0,0
2007.0,100,209.0,,209.0,,,3.0,5,1,2014,,,1.0,0,1,1,0,0,0,0
2003.0,10,61.0,11.0,60.0,2.0,3.0,16.0,5,1,2014,0.1875,0.18032786885245902,3.0,1,1,1,0,0,0,0
1969.0,91,44.0,5.0,28.0,2.0,3.0,4.0,5,1,2014,0.75,0.11363636363636363,3.0,0,1,0,0,0,0,1
1962.0,41,30.0,5.0,18.0,1.0,4.0,5.0,5,2,2014,0.8,0.16666666666666666,2.0,1,1,1,1,1,0,1
1974.0,20,65.0,5.0,43.0,4.0,7.0,9.0,5,2,2014,0.7777777777777778,0.07692307692307693,,0,1,1,1,0,0,1
2005.0,45,60.0,12.0,33.0,2.0,3.0,12.0,5,2,2014,0.25,0.2,3.0,1,0,1,0,0,1,0
2006.0,57,54.0,9.0,29.0,2.0,8.0,17.0,5,2,2014,0.47058823529411764,0.16666666666666666,3.0,1,0,1,0,1,0,0
1959.0,139,52.0,5.0,34.0,3.0,5.0,5.0,5,2,2014,1.0,0.09615384615384616,3.0,1,1,1,1,0,0,0
,72,64.0,,,2.0,9.0,,5,2,2014,,,,1,1,1,0,1,0,0
1997.0,49,96.0,9.0,61.0,4.0,3.0,22.0,5,2,2014,0.13636363636363635,0.09375,2.0,1,0,1,0,1,1,0
1999.0,19,106.0,11.0,66.0,4.0,10.0,24.0,5,2,2014,0.4166666666666667,0.10377358490566038,3.0,1,1,1,1,1,0,1
1968.0,75,46.0,6.0,31.0,2.0,1.0,9.0,5,2,2014,0.1111111111111111,0.13043478260869565,3.0,1,1,1,1,1,0,0
2008.0,51,84.0,13.0,36.0,2.0,5.0,11.0,5,2,2014,0.45454545454545453,0.15476190476190477,4.0,0,0,1,0,0,0,0
1980.0,37,78.0,10.0,44.0,3.0,16.0,16.0,5,2,2014,1.0,0.1282051282051282,2.0,1,0,1,0,1,0,1
2014.0,72,75.0,,71.0,3.0,3.0,17.0,5,2,2014,0.17647058823529413,,1.0,1,1,1,0,1,0,0
,95,51.0,,51.0,2.0,3.0,,5,2,2014,,,1.0,0,1,0,0,0,0,1
1979.0,111,41.0,8.0,21.0,1.0,12.0,12.0,5,2,2014,1.0,0.1951219512195122,3.0,0,0,1,0,1,0,1
2000.0,60,56.0,10.0,30.0,2.0,13.0,16.0,5,2,2014,0.8125,0.17857142857142858,3.0,1,0,1,0,1,0,1
1965.0,12,37.0,7.0,22.0,2.0,8.0,9.0,5,2,2014,0.8888888888888888,0.1891891891891892,2.0,1,1,1,1,1,0,0
1980.0,55,77.0,10.0,45.0,3.0,15.0,16.0,5,2,2014,0.9375,0.12987012987012986,,1,1,1,0,1,0,0
1960.0,57,44.0,5.0,31.0,2.0,5.0,8.0,5,2,2014,0.625,0.11363636363636363,3.0,1,0,1,1,0,0,1
,101,63.0,,,2.0,4.0,,5,2,2014,,,,0,0,0,0,0,0,0
,108,95.0,,,3.0,12.0,,5,2,2014,,,,0,1,1,0,0,0,0
1973.0,33,51.0,,34.0,2.0,5.0,9.0,5,2,2014,0.5555555555555556,,3.0,1,0,1,0,1,0,0
,71,39.0,9.0,18.0,1.0,7.0,17.0,5,2,2014,0.4117647058823529,0.23076923076923078,,0,1,1,1,0,0,0
,101,39.0,,,1.0,12.0,,5,2,2014,,,,0,0,0,0,0,0,0
1957.0,118,80.0,8.0,52.0,3.0,4.0,5.0,5,2,2014,0.8,0.1,3.0,1,1,1,1,0,0,0
1967.0,34,35.0,9.0,17.0,1.0,4.0,9.0,5,2,2014,0.4444444444444444,0.2571428571428571,2.0,1,1,1,1,1,0,0
,72,64.0,,64.0,2.0,11.0,17.0,5,2,2014,0.6470588235294118,,1.0,1,1,1,0,1,0,0
1964.0,115,29.0,5.0,16.0,1.0,1.0,8.0,5,2,2014,0.125,0.1724137931034483,2.0,1,0,1,1,1,0,0
1967.0,135,36.0,7.0,22.0,2.0,2.0,9.0,5,2,2014,0.2222222222222222,0.19444444444444445,2.0,0,1,0,0,0,0,0
,101,73.0,,,2.0,10.0,17.0,5,2,2014,0.5882352941176471,,1.0,0,0,1,0,0,0,1
1960.0,12,32.0,5.0,20.0,1.0,4.0,5.0,5,2,2014,0.8,0.15625,3.0,1,1,1,1,1,0,0
2003.0,38,40.0,8.0,20.0,1.0,7.0,14.0,5,2,2014,0.5,0.2,4.0,1,1,1,1,1,0,1
2013.0,46,75.0,16.0,33.0,3.0,4.0,9.0,5,2,2014,0.4444444444444444,0.21333333333333335,1.0,1,1,1,1,0,0,0
1963.0,118,44.0,5.0,30.0,2.0,2.0,5.0,5,2,2014,0.4,0.11363636363636363,2.0,0,1,1,1,0,0,0
1992.0,48,38.0,8.0,19.0,1.0,13.0,14.0,5,2,2014,0.9285714285714286,0.21052631578947367,2.0,0,1,1,0,1,0,1
2013.0,101,33.0,6.0,33.0,1.0,12.0,25.0,5,2,2014,0.48,0.18181818181818182,1.0,0,0,1,0,0,0,1
,101,73.0,,73.0,2.0,11.0,11.0,5,2,2014,1.0,,1.0,0,0,1,0,0,0,1
2006.0,131,48.0,12.0,15.0,1.0,7.0,14.0,5,2,2014,0.5,0.25,,1,0,1,0,0,0,0
2014.0,101,73.0,,,2.0,7.0,20.0,5,2,2014,0.35,,1.0,0,0,1,0,0,0,1
1977.0,37,44.0,6.0,27.0,2.0,9.0,9.0,5,2,2014,1.0,0.13636363636363635,,1,0,1,0,1,0,1
1967.0,12,42.0,5.0,27.0,2.0,2.0,5.0,5,2,2014,0.4,0.11904761904761904,2.0,1,1,1,0,1,0,0
2013.0,95,34.0,10.0,34.0,1.0,1.0,12.0,5,2,2014,0.08333333333333333,0.29411764705882354,1.0,0,1,0,0,0,0,1
1991.0,119,34.0,7.0,19.0,1.0,6.0,22.0,5,2,2014,0.2727272727272727,0.20588235294117646,2.0,0,1,1,0,0,0,1
1973.0,134,36.0,6.0,21.0,1.0,4.0,9.0,5,2,2014,0.4444444444444444,0.16666666666666666,3.0,1,1,1,0,1,0,1
,123,51.0,,,2.0,8.0,17.0,5,2,2014,0.47058823529411764,,,1,1,1,0,1,0,0
1997.0,140,38.0,8.0,19.0,1.0,4.0,14.0,5,2,2014,0.2857142857142857,0.21052631578947367,2.0,1,0,1,1,1,0,0
1954.0,23,54.0,8.0,31.0,2.0,3.0,8.0,5,2,2014,0.375,0.14814814814814814,2.0,1,1,1,1,1,0,0
1975.0,46,51.0,9.0,31.0,2.0,9.0,12.0,5,2,2014,0.75,0.17647058823529413,3.0,1,0,1,0,1,0,0
1969.0,43,32.0,5.0,32.0,1.0,5.0,5.0,5,2,2014,1.0,0.15625,3.0,0,0,1,0,0,0,0
2013.0,141,143.0,14.0,117.0,1.0,3.0,14.0,5,2,2014,0.21428571428571427,0.0979020979020979,1.0,1,1,1,1,1,0,0
,101,74.0,,,2.0,4.0,,5,2,2014,,,1.0,0,0,1,0,0,0,1
1971.0,43,62.0,8.0,38.0,3.0,6.0,9.0,5,2,2014,0.6666666666666666,0.12903225806451613,2.0,1,0,1,1,0,0,1
1975.0,82,60.0,6.0,42.0,3.0,3.0,9.0,5,2,2014,0.3333333333333333,0.1,2.0,1,1,1,1,1,0,0
,102,85.0,,,3.0,20.0,20.0,5,2,2014,1.0,,,0,0,1,0,0,0,0
,48,79.0,,79.0,3.0,9.0,18.0,5,2,2014,0.5,,,0,1,1,0,0,0,1
1985.0,49,53.0,9.0,32.0,2.0,11.0,17.0,5,2,2014,0.6470588235294118,0.16981132075471697,2.0,0,0,1,1,1,0,0
2012.0,80,68.0,11.0,39.0,2.0,10.0,19.0,5,3,2014,0.5263157894736842,0.16176470588235295,3.0,1,0,1,1,0,0,0
,93,41.0,10.0,41.0,1.0,20.0,25.0,5,3,2014,0.8,0.24390243902439024,1.0,0,0,1,0,0,0,0
1992.0,48,39.0,8.0,19.0,1.0,12.0,14.0,5,3,2014,0.8571428571428571,0.20512820512820512,2.0,0,1,1,0,1,0,1
1983.0,56,53.0,8.0,30.0,2.0,3.0,12.0,5,3,2014,0.25,0.1509433962264151,3.0,1,1,1,1,1,0,0
2014.0,72,64.0,,60.0,2.0,10.0,17.0,5,3,2014,0.5882352941176471,,1.0,1,1,1,0,1,0,0
1989.0,17,99.0,10.0,63.0,4.0,6.0,22.0,5,3,2014,0.2727272727272727,0.10101010101010101,2.0,1,0,1,1,1,0,0
2012.0,69,94.0,11.0,52.0,3.0,8.0,20.0,5,3,2014,0.4,0.11702127659574468,1.0,1,1,1,0,0,0,1
,102,79.0,,,3.0,7.0,17.0,5,3,2014,0.4117647058823529,,,0,0,1,0,0,0,0
1975.0,26,37.0,8.0,18.0,1.0,3.0,14.0,5,3,2014,0.21428571428571427,0.21621621621621623,3.0,0,0,1,0,0,0,0
,80,39.0,,,1.0,1.0,4.0,5,3,2014,0.25,,,1,0,1,0,1,0,0
1967.0,107,71.0,7.0,47.0,3.0,6.0,19.0,5,3,2014,0.3157894736842105,0.09859154929577464,3.0,1,0,1,0,0,0,0
,86,40.0,,,1.0,11.0,17.0,5,3,2014,0.6470588235294118,,,0,0,0,0,0,0,0
2014.0,19,41.0,,,1.0,11.0,,5,3,2014,,,1.0,1,1,1,1,0,0,0
1966.0,126,31.0,6.0,18.0,1.0,3.0,5.0,5,3,2014,0.6,0.1935483870967742,3.0,1,0,1,1,0,0,1
1997.0,65,87.0,10.0,56.0,3.0,2.0,15.0,5,3,2014,0.13333333333333333,0.11494252873563218,2.0,0,1,1,1,0,0,0
1974.0,23,55.0,8.0,33.0,2.0,4.0,9.0,5,3,2014,0.4444444444444444,0.14545454545454545,2.0,0,1,1,1,1,0,0
,72,58.0,,,2.0,6.0,17.0,5,3,2014,0.35294117647058826,,1.0,1,1,1,0,1,0,0
,102,46.0,9.0,46.0,1.0,10.0,24.0,5,3,2014,0.4166666666666667,0.1956521739130435,,0,0,1,0,0,0,0
2006.0,45,37.0,7.0,19.0,1.0,10.0,17.0,5,3,2014,0.5882352941176471,0.1891891891891892,2.0,1,0,1,0,0,0,1
,102,37.0,,,1.0,13.0,17.0,5,3,2014,0.7647058823529411,,1.0,0,0,0,0,0,0,0
,72,64.0,,,2.0,6.0,17.0,5,3,2014,0.35294117647058826,,1.0,1,1,1,0,1,0,0
2006.0,116,38.0,7.0,19.0,1.0,13.0,14.0,5,3,2014,0.9285714285714286,0.18421052631578946,,1,1,1,0,1,0,0
,101,60.0,,,1.0,2.0,,5,3,2014,,,,0,0,0,0,0,0,0
2015.0,133,84.0,10.0,84.0,3.0,14.0,18.0,5,3,2014,0.7777777777777778,0.11904761904761904,1.0,0,0,1,1,1,1,0
1979.0,125,63.0,6.0,44.0,3.0,7.0,12.0,5,3,2014,0.5833333333333334,0.09523809523809523,3.0,0,0,1,1,1,0,0
1976.0,10,32.0,6.0,18.0,1.0,2.0,9.0,5,3,2014,0.2222222222222222,0.1875,2.0,1,1,1,0,0,0,1
1960.0,128,54.0,8.0,34.0,2.0,3.0,5.0,5,3,2014,0.6,0.14814814814814814,,1,1,1,1,1,1,1
1977.0,124,53.0,8.0,30.0,2.0,8.0,12.0,5,3,2014,0.6666666666666666,0.1509433962264151,2.0,0,1,1,0,1,0,0
1976.0,56,62.0,8.0,60.0,3.0,5.0,9.0,5,3,2014,0.5555555555555556,0.12903225806451613,3.0,1,0,1,1,1,0,0
2003.0,123,80.0,12.0,44.0,3.0,3.0,17.0,5,3,2014,0.17647058823529413,0.15,3.0,1,1,1,1,0,0,1
1981.0,125,41.0,8.0,20.0,1.0,7.0,12.0,5,3,2014,0.5833333333333334,0.1951219512195122,2.0,0,0,1,1,1,0,0
1982.0,73,53.0,11.0,28.0,2.0,9.0,16.0,5,3,2014,0.5625,0.20754716981132076,3.0,1,1,1,0,1,0,0
,102,43.0,,,1.0,16.0,24.0,5,3,2014,0.6666666666666666,,,0,0,1,0,0,0,0
2016.0,93,72.0,,,2.0,10.0,,5,3,2014,,,2.0,0,0,0,0,0,0,1
1988.0,19,74.0,10.0,45.0,3.0,15.0,17.0,5,3,2014,0.8823529411764706,0.13513513513513514,3.0,1,1,1,1,1,0,1
,104,63.0,,60.0,2.0,8.0,,5,3,2014,,,,0,1,1,0,0,0,1
1992.0,114,82.0,8.0,50.0,3.0,8.0,14.0,5,3,2014,0.5714285714285714,0.0975609756097561,2.0,1,0,1,1,1,0,1
1972.0,81,65.0,6.0,43.0,3.0,4.0,12.0,5,3,2014,0.3333333333333333,0.09230769230769231,,1,1,1,1,0,0,0
2008.0,50,66.0,12.0,33.0,2.0,11.0,17.0,5,3,2014,0.6470588235294118,0.18181818181818182,3.0,1,1,1,1,1,0,0
1963.0,144,59.0,5.0,43.0,3.0,5.0,5.0,5,3,2014,1.0,0.0847457627118644,2.0,1,0,1,1,1,0,1
1968.0,21,35.0,9.0,20.0,1.0,9.0,12.0,5,3,2014,0.75,0.2571428571428571,3.0,1,1,1,0,1,0,1
1978.0,128,44.0,10.0,18.0,1.0,12.0,12.0,5,3,2014,1.0,0.22727272727272727,2.0,1,1,1,0,0,0,1
1972.0,134,62.0,6.0,42.0,3.0,5.0,9.0,5,3,2014,0.5555555555555556,0.0967741935483871,2.0,1,1,1,0,0,0,0
1970.0,27,45.0,6.0,29.0,2.0,1.0,14.0,5,3,2014,0.07142857142857142,0.13333333333333333,3.0,0,1,1,0,0,0,0
1983.0,129,50.0,8.0,30.0,2.0,18.0,22.0,5,3,2014,0.8181818181818182,0.16,3.0,1,0,1,1,1,0,1
1959.0,81,53.0,8.0,33.0,2.0,2.0,7.0,5,3,2014,0.2857142857142857,0.1509433962264151,,1,1,1,0,1,0,0
2005.0,45,52.0,9.0,30.0,2.0,10.0,12.0,5,3,2014,0.8333333333333334,0.17307692307692307,3.0,1,0,1,1,1,0,0
,102,65.0,,,2.0,3.0,24.0,5,3,2014,0.125,,,0,0,0,0,0,0,0
2014.0,86,61.0,,,2.0,14.0,20.0,5,3,2014,0.7,,1.0,0,0,0,0,0,0,1
1966.0,123,31.0,5.0,17.0,1.0,4.0,5.0,5,4,2014,0.8,0.16129032258064516,,1,1,1,0,1,0,1
1985.0,49,53.0,9.0,32.0,2.0,6.0,17.0,5,4,2014,0.35294117647058826,0.16981132075471697,,1,0,1,1,1,0,0
2012.0,144,53.0,11.0,22.0,1.0,5.0,30.0,5,4,2014,0.16666666666666666,0.20754716981132076,1.0,1,0,1,1,1,0,0
1969.0,69,33.0,6.0,19.0,1.0,6.0,9.0,5,4,2014,0.6666666666666666,0.18181818181818182,3.0,1,1,1,0,1,0,0
1969.0,27,48.0,9.0,30.0,2.0,3.0,12.0,5,4,2014,0.25,0.1875,2.0,0,1,1,0,0,0,0
1969.0,33,29.0,5.0,17.0,1.0,3.0,9.0,5,4,2014,0.3333333333333333,0.1724137931034483,2.0,1,1,1,0,1,0,1
1982.0,9,37.0,8.0,19.0,1.0,2.0,16.0,5,4,2014,0.125,0.21621621621621623,,1,1,1,0,1,0,1
1960.0,130,43.0,6.0,28.0,2.0,5.0,5.0,5,4,2014,1.0,0.13953488372093023,3.0,1,1,1,0,1,0,0
1997.0,140,54.0,9.0,32.0,2.0,12.0,14.0,5,4,2014,0.8571428571428571,0.16666666666666666,2.0,1,1,1,0,1,0,0
2006.0,107,66.0,,14.0,1.0,2.0,20.0,5,4,2014,0.1,,4.0,1,0,1,1,0,1,0
,48,42.0,,42.0,1.0,5.0,,5,4,2014,,,,0,1,1,0,0,0,1
1988.0,74,77.0,10.0,46.0,3.0,7.0,17.0,5,4,2014,0.4117647058823529,0.12987012987012986,3.0,0,1,1,1,1,0,1
,71,64.0,,60.0,2.0,16.0,17.0,5,4,2014,0.9411764705882353,,1.0,0,1,1,1,0,0,1
2014.0,112,71.0,,68.0,2.0,2.0,10.0,5,4,2014,0.2,,1.0,1,1,1,0,0,0,0
,129,60.0,6.0,43.0,3.0,6.0,9.0,5,4,2014,0.6666666666666666,0.1,2.0,1,0,1,1,1,0,1
1980.0,82,53.0,8.0,30.0,2.0,8.0,12.0,5,4,2014,0.6666666666666666,0.1509433962264151,2.0,1,1,1,1,0,0,0
,142,57.0,,57.0,2.0,4.0,,5,4,2014,,,1.0,1,1,1,0,1,0,0
1988.0,128,68.0,7.0,46.0,3.0,11.0,16.0,5,4,2014,0.6875,0.10294117647058823,3.0,1,1,1,1,1,0,0
1980.0,60,64.0,6.0,45.0,3.0,4.0,12.0,5,4,2014,0.3333333333333333,0.09375,2.0,1,1,1,0,0,0,0
1962.0,115,41.0,5.0,26.0,2.0,4.0,5.0,5,4,2014,0.8,0.12195121951219512,,1,0,1,1,1,0,0
1983.0,70,51.0,8.0,28.0,2.0,21.0,22.0,5,4,2014,0.9545454545454546,0.1568627450980392,3.0,1,1,1,0,0,0,1
1970.0,24,40.0,5.0,27.0,2.0,5.0,9.0,5,4,2014,0.5555555555555556,0.125,2.0,1,1,1,1,0,0,0
2015.0,108,44.0,,44.0,1.0,11.0,11.0,5,4,2014,1.0,,1.0,0,1,1,0,0,0,0
2004.0,45,40.0,8.0,20.0,1.0,5.0,9.0,5,4,2014,0.5555555555555556,0.2,4.0,1,0,1,1,0,0,0
1975.0,80,29.0,6.0,14.0,1.0,3.0,12.0,5,4,2014,0.25,0.20689655172413793,,1,0,1,1,0,0,0
2004.0,62,34.0,9.0,15.0,1.0,2.0,10.0,5,4,2014,0.2,0.2647058823529412,2.0,0,0,1,0,0,0,0
,123,37.0,,,1.0,17.0,17.0,5,4,2014,1.0,,,1,1,1,0,1,0,0
2015.0,87,34.0,,34.0,1.0,12.0,12.0,5,4,2014,1.0,,1.0,1,0,0,0,0,0,0
2014.0,29,146.0,7.0,146.0,3.0,5.0,10.0,5,4,2014,0.5,0.04794520547945205,1.0,0,1,1,1,0,1,1
1977.0,37,59.0,6.0,43.0,3.0,6.0,9.0,5,4,2014,0.6666666666666666,0.1016949152542373,3.0,1,0,1,1,0,1,1
1976.0,56,50.0,9.0,29.0,2.0,11.0,12.0,5,4,2014,0.9166666666666666,0.18,2.0,1,1,1,0,1,0,0
1975.0,0,43.0,12.0,19.0,1.0,10.0,12.0,5,4,2014,0.8333333333333334,0.27906976744186046,3.0,0,1,1,1,1,0,0
1966.0,109,44.0,5.0,29.0,2.0,4.0,5.0,5,4,2014,0.8,0.11363636363636363,3.0,1,1,1,1,1,0,0
1981.0,56,34.0,6.0,20.0,1.0,5.0,9.0,5,4,2014,0.5555555555555556,0.17647058823529413,2.0,1,0,1,1,1,0,0
,128,38.0,,,1.0,9.0,17.0,5,4,2014,0.5294117647058824,,1.0,0,1,1,1,1,0,1
2002.0,67,78.0,12.0,44.0,3.0,4.0,17.0,5,4,2014,0.23529411764705882,0.15384615384615385,3.0,1,0,1,0,1,0,1
2015.0,72,64.0,,,2.0,2.0,17.0,5,4,2014,0.11764705882352941,,1.0,1,1,1,0,1,0,0
1979.0,127,34.0,9.0,19.0,1.0,5.0,16.0,5,4,2014,0.3125,0.2647058823529412,2.0,1,1,1,1,1,0,0
1959.0,122,30.0,5.0,18.0,1.0,5.0,5.0,5,4,2014,1.0,0.16666666666666666,2.0,1,1,1,1,1,0,0
1961.0,139,55.0,5.0,36.0,3.0,1.0,5.0,5,4,2014,0.2,0.09090909090909091,2.0,1,1,1,1,1,0,0
1991.0,114,37.0,7.0,19.0,1.0,16.0,17.0,5,4,2014,0.9411764705882353,0.1891891891891892,3.0,1,0,1,1,0,0,0
1998.0,44,87.0,10.0,55.0,4.0,3.0,9.0,5,4,2014,0.3333333333333333,0.11494252873563218,3.0,1,1,1,0,0,0,0
1961.0,141,37.0,7.0,22.0,2.0,9.0,9.0,5,4,2014,1.0,0.1891891891891892,3.0,0,1,1,1,0,0,1
1960.0,12,33.0,5.0,16.0,1.0,4.0,5.0,5,4,2014,0.8,0.15151515151515152,2.0,1,1,1,1,1,0,0
1964.0,105,29.0,5.0,17.0,1.0,5.0,5.0,5,4,2014,1.0,0.1724137931034483,2.0,0,1,1,1,0,0,0
1961.0,12,32.0,6.0,17.0,1.0,5.0,5.0,5,4,2014,1.0,0.1875,2.0,1,1,1,1,1,0,0
1961.0,121,81.0,8.0,54.0,3.0,6.0,8.0,5,4,2014,0.75,0.09876543209876543,2.0,0,1,1,1,1,0,1
1998.0,62,38.0,8.0,21.0,1.0,11.0,14.0,5,5,2014,0.7857142857142857,0.21052631578947367,3.0,0,0,1,0,0,0,0
1995.0,140,39.0,8.0,19.0,1.0,11.0,14.0,5,5,2014,0.7857142857142857,0.20512820512820512,2.0,1,1,1,1,1,0,0
,87,29.0,,29.0,1.0,2.0,12.0,5,5,2014,0.16666666666666666,,1.0,1,0,0,0,0,0,0
1991.0,76,100.0,10.0,64.0,4.0,7.0,22.0,5,5,2014,0.3181818181818182,0.1,2.0,1,1,1,1,1,0,0
1989.0,71,61.0,10.0,35.0,2.0,19.0,22.0,5,5,2014,0.8636363636363636,0.16393442622950818,3.0,1,1,1,1,1,0,1
2008.0,38,43.0,8.0,19.0,1.0,14.0,17.0,5,5,2014,0.8235294117647058,0.18604651162790697,2.0,1,0,1,0,1,0,0
2015.0,65,96.0,,96.0,4.0,19.0,,5,5,2014,,,1.0,0,0,1,1,1,0,0
1966.0,84,45.0,5.0,29.0,2.0,2.0,5.0,5,5,2014,0.4,0.1111111111111111,3.0,1,0,1,1,1,0,0
,101,84.0,,,3.0,12.0,12.0,5,5,2014,1.0,,,0,0,0,0,0,0,0
1969.0,19,32.0,7.0,16.0,1.0,1.0,9.0,5,5,2014,0.1111111111111111,0.21875,2.0,1,1,1,1,1,0,0
1975.0,129,65.0,6.0,45.0,3.0,8.0,9.0,5,5,2014,0.8888888888888888,0.09230769230769231,2.0,1,0,1,0,0,0,0
1966.0,40,37.0,7.0,22.0,2.0,1.0,9.0,5,5,2014,0.1111111111111111,0.1891891891891892,2.0,0,1,1,1,1,0,0
1997.0,140,53.0,8.0,30.0,2.0,10.0,10.0,5,5,2014,1.0,0.1509433962264151,3.0,1,0,1,1,1,0,0
1960.0,130,45.0,5.0,28.0,2.0,5.0,5.0,5,5,2014,1.0,0.1111111111111111,2.0,1,1,1,0,1,0,0
,101,43.0,,,1.0,2.0,17.0,5,0,2014,0.11764705882352941,,1.0,0,0,1,0,0,0,1
1972.0,6,33.0,7.0,16.0,1.0,2.0,12.0,5,0,2014,0.16666666666666666,0.21212121212121213,2.0,1,1,1,1,0,1,0
1972.0,28,24.0,3.0,16.0,1.0,5.0,5.0,5,0,2014,1.0,0.125,,1,1,1,0,0,0,0
,101,77.0,,,2.0,15.0,,5,0,2014,,,,0,0,1,0,0,0,0
1964.0,68,41.0,5.0,24.0,2.0,6.0,9.0,5,0,2014,0.6666666666666666,0.12195121951219512,4.0,0,1,1,0,1,0,1
1968.0,111,38.0,6.0,23.0,2.0,7.0,14.0,5,0,2014,0.5,0.15789473684210525,2.0,0,0,1,0,0,0,1
1962.0,127,42.0,5.0,26.0,2.0,4.0,5.0,5,0,2014,0.8,0.11904761904761904,2.0,1,1,1,1,0,0,0
,102,43.0,,43.0,1.0,13.0,24.0,5,0,2014,0.5416666666666666,,,0,0,1,0,0,0,0
,93,63.0,,,2.0,14.0,17.0,5,0,2014,0.8235294117647058,,,0,0,1,0,0,0,0
2003.0,83,48.0,12.0,20.0,1.0,3.0,17.0,5,0,2014,0.17647058823529413,0.25,3.0,1,1,1,1,1,0,1
,72,82.0,,,3.0,11.0,17.0,5,0,2014,0.6470588235294118,,,1,1,1,0,1,0,0
1971.0,134,45.0,5.0,27.0,2.0,9.0,9.0,5,0,2014,1.0,0.1111111111111111,2.0,1,1,1,1,1,0,0
2007.0,48,39.0,8.0,17.0,1.0,7.0,17.0,5,0,2014,0.4117647058823529,0.20512820512820512,3.0,1,1,1,0,1,0,1
1967.0,94,43.0,5.0,27.0,2.0,4.0,5.0,5,0,2014,0.8,0.11627906976744186,3.0,0,0,1,0,0,0,1
2010.0,133,94.0,4.0,79.0,1.0,18.0,42.0,5,0,2014,0.42857142857142855,0.0425531914893617,1.0,0,0,1,1,1,1,0
,72,40.0,,,1.0,2.0,17.0,5,0,2014,0.11764705882352941,,,1,1,1,0,1,0,0
2006.0,48,39.0,8.0,17.0,1.0,3.0,15.0,5,0,2014,0.2,0.20512820512820512,3.0,1,1,1,0,1,0,1
1961.0,84,42.0,5.0,28.0,2.0,4.0,5.0,5,0,2014,0.8,0.11904761904761904,3.0,0,0,1,0,0,0,1
,102,79.0,,,3.0,11.0,17.0,5,0,2014,0.6470588235294118,,,0,0,1,0,0,0,0
1970.0,17,32.0,6.0,18.0,1.0,6.0,9.0,5,0,2014,0.6666666666666666,0.1875,2.0,0,0,1,0,1,0,1
1963.0,50,44.0,5.0,29.0,2.0,2.0,5.0,5,0,2014,0.4,0.11363636363636363,3.0,1,1,1,0,1,0,0
2013.0,87,29.0,10.0,27.0,1.0,3.0,17.0,5,0,2014,0.17647058823529413,0.3448275862068966,1.0,1,0,0,0,0,0,1
2012.0,132,106.0,12.0,80.0,1.0,12.0,14.0,5,0,2014,0.8571428571428571,0.11320754716981132,1.0,1,0,1,1,1,0,1
1990.0,27,37.0,7.0,19.0,1.0,3.0,17.0,5,0,2014,0.17647058823529413,0.1891891891891892,2.0,1,0,1,0,1,0,0
2014.0,72,74.0,,74.0,3.0,1.0,1.0,5,0,2014,1.0,,1.0,0,0,1,1,1,0,0
