build_year,full_sq,kitch_sq,life_sq,num_room,floor,max_floor,rel_floor,rel_kitch_sq,state,kindergarten_closely,railroad_closely,public_transport_station_closely,metro_closely,school_closely,park_closely,water_closely,price_doc
,135.0,,,3.0,3.0,3.0,1.0,,,0,0,0,0,0,0,1,6852770.0
2006.0,51.0,9.0,30.0,2.0,7.0,12.0,0.5833333333333334,0.17647058823529413,3.0,1,0,1,1,1,0,0,7800000.0
1964.0,21.0,3.0,14.0,1.0,1.0,5.0,0.2,0.14285714285714285,2.0,1,0,1,1,1,0,0,4500000.0
,67.0,,67.0,3.0,3.0,3.0,1.0,,1.0,0,1,0,0,0,0,1,3561990.0
,60.0,,,2.0,7.0,17.0,0.4117647058823529,,1.0,0,1,1,1,1,0,1,6581700.0
2005.0,183.0,39.0,62.0,4.0,3.0,3.0,1.0,0.21311475409836064,4.0,0,0,1,1,0,0,1,25000000.0
1972.0,33.0,6.0,18.0,1.0,1.0,9.0,0.1111111111111111,0.18181818181818182,3.0,1,0,1,1,1,0,0,5250000.0
1975.0,32.0,6.0,18.0,1.0,4.0,9.0,0.4444444444444444,0.1875,2.0,1,0,1,1,1,0,0,5700000.0
,41.0,10.0,37.0,1.0,4.0,20.0,0.2,0.24390243902439024,1.0,0,1,1,0,0,0,1,4806240.0
1968.0,32.0,5.0,20.0,1.0,9.0,9.0,1.0,0.15625,2.0,1,1,1,0,1,1,1,5600000.0
1974.0,59.0,6.0,43.0,2.0,2.0,9.0,0.2222222222222222,0.1016949152542373,3.0,1,0,1,0,1,0,1,9000000.0
,60.0,,60.0,2.0,10.0,,,,,0,1,1,0,0,0,1,6271200.0
2013.0,31.0,10.0,12.0,1.0,6.0,25.0,0.24,0.3225806451612903,1.0,0,0,1,0,0,0,1,3732000.0
2009.0,54.0,9.0,32.0,2.0,11.0,17.0,0.6470588235294118,0.16666666666666666,3.0,1,1,1,0,1,0,1,8200000.0
2006.0,41.0,8.0,19.0,1.0,8.0,14.0,0.5714285714285714,0.1951219512195122,3.0,1,0,1,1,1,0,0,6420000.0
2015.0,42.0,10.0,42.0,1.0,10.0,16.0,0.625,0.23809523809523808,3.0,0,0,1,0,0,0,1,3993990.0
1999.0,36.0,10.0,14.0,1.0,4.0,14.0,0.2857142857142857,0.2777777777777778,2.0,1,1,1,1,1,0,0,6000000.0
1960.0,31.0,5.0,17.0,1.0,5.0,5.0,1.0,0.16129032258064516,2.0,1,1,1,1,1,0,0,4950000.0
1972.0,45.0,6.0,28.0,2.0,2.0,14.0,0.14285714285714285,0.13333333333333333,2.0,1,1,1,0,1,0,0,6650000.0
1996.0,53.0,9.0,32.0,2.0,3.0,17.0,0.17647058823529413,0.16981132075471697,2.0,0,1,1,0,1,0,0,8600000.0
,79.0,,79.0,3.0,14.0,17.0,0.8235294117647058,,,0,0,1,1,1,1,0,8161674.0
,42.0,,,1.0,2.0,17.0,0.11764705882352941,,1.0,0,0,0,0,0,0,0,4945860.0
1978.0,44.0,6.0,27.0,2.0,9.0,9.0,1.0,0.13636363636363635,2.0,1,1,1,1,0,0,0,9450000.0
2013.0,41.0,10.0,41.0,1.0,11.0,17.0,0.6470588235294118,0.24390243902439024,1.0,1,1,1,1,1,0,0,7355158.0
1967.0,42.0,5.0,27.0,2.0,3.0,5.0,0.6,0.11904761904761904,3.0,1,1,1,0,0,0,0,6600000.0
1996.0,56.0,8.0,36.0,2.0,1.0,7.0,0.14285714285714285,0.14285714285714285,3.0,1,1,1,0,1,0,0,7500000.0
1972.0,59.0,6.0,43.0,3.0,8.0,9.0,0.8888888888888888,0.1016949152542373,2.0,1,0,1,1,1,0,0,2500000.0
1969.0,45.0,5.0,28.0,2.0,10.0,12.0,0.8333333333333334,0.1111111111111111,2.0,1,1,1,1,1,1,1,6790000.0
2011.0,41.0,7.0,22.0,2.0,13.0,17.0,0.7647058823529411,0.17073170731707318,4.0,0,0,0,0,0,0,0,3401548.0
,38.0,,,1.0,21.0,25.0,0.84,,1.0,1,1,1,0,1,0,0,4661000.0
2006.0,39.0,10.0,38.0,1.0,7.0,22.0,0.3181818181818182,0.2564102564102564,3.0,1,0,1,1,1,1,0,5600000.0
2012.0,88.0,11.0,47.0,3.0,10.0,29.0,0.3448275862068966,0.125,1.0,1,1,1,0,1,0,1,16100000.0
2006.0,55.0,7.0,32.0,2.0,22.0,27.0,0.8148148148148148,0.12727272727272726,2.0,1,0,1,0,0,0,1,14050000.0
1966.0,59.0,5.0,44.0,3.0,9.0,9.0,1.0,0.0847457627118644,2.0,1,1,1,0,1,0,0,7900000.0
1983.0,74.0,10.0,43.0,3.0,11.0,17.0,0.6470588235294118,0.13513513513513514,3.0,1,1,1,0,0,0,0,10200000.0
2015.0,89.0,,89.0,3.0,7.0,12.0,0.5833333333333334,,1.0,0,0,1,0,0,0,1,6691410.0
1967.0,44.0,6.0,28.0,2.0,7.0,9.0,0.7777777777777778,0.13636363636363635,2.0,1,0,1,1,0,0,0,7500000.0
1965.0,36.0,7.0,22.0,2.0,9.0,9.0,1.0,0.19444444444444445,3.0,1,1,1,1,0,0,0,8500000.0
1962.0,43.0,5.0,29.0,2.0,1.0,5.0,0.2,0.11627906976744186,3.0,0,0,1,0,0,0,0,6500000.0
1981.0,75.0,10.0,45.0,3.0,2.0,16.0,0.125,0.13333333333333333,2.0,1,0,1,0,0,0,0,11500000.0
2009.0,59.0,8.0,31.0,2.0,18.0,24.0,0.75,0.13559322033898305,3.0,0,1,1,0,0,0,1,7900000.0
1983.0,52.0,10.0,27.0,2.0,1.0,16.0,0.0625,0.19230769230769232,2.0,1,1,1,1,1,0,1,9500000.0
1997.0,54.0,9.0,32.0,2.0,8.0,17.0,0.47058823529411764,0.16666666666666666,2.0,0,1,1,0,1,0,0,8250000.0
2001.0,52.0,9.0,30.0,2.0,16.0,17.0,0.9411764705882353,0.17307692307692307,3.0,1,0,1,0,1,1,1,8700000.0
1982.0,39.0,8.0,19.0,1.0,13.0,16.0,0.8125,0.20512820512820512,3.0,0,1,1,1,1,0,1,6750000.0
2014.0,31.0,,30.0,1.0,2.0,17.0,0.11764705882352941,,1.0,0,0,0,0,0,0,0,2364750.0
2000.0,174.0,14.0,139.0,1.0,7.0,17.0,0.4117647058823529,0.08045977011494253,3.0,1,1,1,1,1,0,1,44000000.0
2004.0,40.0,8.0,20.0,1.0,3.0,14.0,0.21428571428571427,0.2,2.0,1,0,1,1,0,0,0,6800000.0
,62.0,,62.0,2.0,21.0,24.0,0.875,,1.0,0,0,1,0,0,0,0,7491155.0
,42.0,,42.0,1.0,6.0,,,,1.0,0,0,1,0,0,0,1,3916200.0
1967.0,35.0,9.0,19.0,1.0,8.0,12.0,0.6666666666666666,0.2571428571428571,3.0,1,1,1,1,0,0,0,5900000.0
2005.0,90.0,17.0,38.0,2.0,4.0,8.0,0.5,0.18888888888888888,4.0,0,0,1,0,1,1,1,16700000.0
1960.0,80.0,10.0,55.0,3.0,7.0,10.0,0.7,0.125,2.0,1,0,1,1,0,0,1,19900000.0
1994.0,59.0,10.0,33.0,2.0,11.0,17.0,0.6470588235294118,0.1694915254237288,3.0,1,1,1,1,0,0,0,12250000.0
2006.0,52.0,9.0,30.0,2.0,7.0,12.0,0.5833333333333334,0.17307692307692307,3.0,1,0,1,1,1,0,0,7500000.0
1987.0,54.0,9.0,32.0,2.0,9.0,17.0,0.5294117647058824,0.16666666666666666,3.0,1,0,1,1,1,0,1,10854000.0
1959.0,75.0,8.0,52.0,3.0,2.0,5.0,0.4,0.10666666666666667,2.0,1,1,1,1,0,0,0,8900000.0
1991.0,52.0,8.0,30.0,2.0,8.0,14.0,0.5714285714285714,0.15384615384615385,3.0,1,1,1,0,1,0,0,6800000.0
1966.0,48.0,9.0,31.0,2.0,12.0,12.0,1.0,0.1875,3.0,1,1,1,1,1,0,0,11200000.0
2009.0,74.0,10.0,44.0,3.0,2.0,14.0,0.14285714285714285,0.13513513513513514,4.0,1,1,1,0,1,0,0,16100000.0
1962.0,45.0,5.0,30.0,2.0,4.0,5.0,0.8,0.1111111111111111,2.0,1,1,1,0,0,0,0,7450000.0
1962.0,13.0,,9.0,1.0,4.0,5.0,0.8,,2.0,1,0,1,0,1,0,0,3650000.0
,43.0,,43.0,1.0,7.0,24.0,0.2916666666666667,,,0,0,1,0,0,0,0,5610818.0
1963.0,41.0,5.0,26.0,2.0,2.0,5.0,0.4,0.12195121951219512,2.0,1,0,1,1,0,0,1,6050000.0
1969.0,41.0,6.0,23.0,2.0,11.0,14.0,0.7857142857142857,0.14634146341463414,2.0,1,0,1,0,0,0,0,7350000.0
2008.0,45.0,10.0,17.0,1.0,17.0,17.0,1.0,0.2222222222222222,4.0,0,1,1,1,0,0,1,6200000.0
2014.0,34.0,,34.0,1.0,3.0,3.0,1.0,,1.0,0,1,0,0,0,0,1,1953928.0
,74.0,,,3.0,4.0,17.0,0.23529411764705882,,,0,0,1,0,0,0,0,6827884.0
1971.0,56.0,5.0,39.0,3.0,8.0,9.0,0.8888888888888888,0.08928571428571429,2.0,0,1,1,1,1,0,0,9150000.0
1961.0,44.0,5.0,26.0,2.0,4.0,4.0,1.0,0.11363636363636363,2.0,1,0,1,1,0,0,0,5950000.0
1998.0,72.0,9.0,27.0,3.0,9.0,15.0,0.6,0.125,3.0,1,1,1,1,1,0,1,14500000.0
2011.0,38.0,9.0,18.0,1.0,9.0,13.0,0.6923076923076923,0.23684210526315788,,1,1,1,1,0,0,0,3000000.0
,60.0,,,2.0,15.0,,,,,0,1,1,0,0,0,1,4478579.0
,46.0,6.0,28.0,2.0,9.0,9.0,1.0,0.13043478260869565,2.0,1,1,1,1,0,0,0,6700000.0
1998.0,53.0,8.0,30.0,2.0,7.0,14.0,0.5,0.1509433962264151,2.0,1,1,1,0,1,0,1,6550000.0
2016.0,63.0,13.0,63.0,2.0,3.0,12.0,0.25,0.20634920634920634,1.0,0,0,1,0,0,0,1,5190600.0
2014.0,78.0,,78.0,2.0,5.0,,,,1.0,0,0,0,0,0,0,1,7761414.0
2016.0,116.0,,116.0,3.0,8.0,12.0,0.6666666666666666,,1.0,0,0,1,0,0,0,1,8523460.0
1969.0,39.0,6.0,24.0,2.0,12.0,12.0,1.0,0.15384615384615385,2.0,1,1,1,1,1,0,0,6550000.0
2012.0,80.0,13.0,40.0,2.0,5.0,30.0,0.16666666666666666,0.1625,1.0,1,0,1,1,1,0,0,14634800.0
,60.0,,,2.0,16.0,25.0,0.64,,,0,0,1,0,0,0,0,5911004.0
1966.0,37.0,6.0,22.0,2.0,2.0,12.0,0.16666666666666666,0.16216216216216217,2.0,1,1,1,1,1,0,0,7500000.0
,28.0,,,1.0,2.0,4.0,0.5,,,0,0,0,0,0,0,0,2074920.0
2014.0,40.0,,40.0,2.0,12.0,17.0,0.7058823529411765,,1.0,0,0,1,0,0,0,1,4940000.0
,66.0,,,2.0,7.0,17.0,0.4117647058823529,,1.0,0,0,0,0,0,0,1,8232079.0
,61.0,,,2.0,2.0,,,,1.0,0,0,0,0,0,0,0,6611098.0
1964.0,38.0,7.0,22.0,2.0,8.0,9.0,0.8888888888888888,0.18421052631578946,,1,1,1,0,0,1,1,6000000.0
1977.0,54.0,9.0,32.0,2.0,5.0,16.0,0.3125,0.16666666666666666,2.0,1,1,1,1,1,0,0,8500000.0
1965.0,32.0,5.0,21.0,1.0,8.0,9.0,0.8888888888888888,0.15625,2.0,1,1,1,1,1,0,0,7200000.0
2015.0,28.0,5.0,15.0,1.0,2.0,4.0,0.5,0.17857142857142858,1.0,0,0,0,0,0,0,0,2047255.0
1968.0,32.0,6.0,17.0,1.0,6.0,9.0,0.6666666666666666,0.1875,3.0,1,1,1,0,1,0,0,5950000.0
1981.0,67.0,7.0,46.0,3.0,6.0,16.0,0.375,0.1044776119402985,3.0,1,1,1,0,1,0,0,9600000.0
1967.0,32.0,5.0,20.0,1.0,4.0,5.0,0.8,0.15625,2.0,1,1,1,0,0,0,0,5330000.0
1970.0,33.0,8.0,18.0,1.0,12.0,14.0,0.8571428571428571,0.24242424242424243,,1,1,1,0,1,0,0,6250000.0
2012.0,58.0,10.0,34.0,2.0,15.0,22.0,0.6818181818181818,0.1724137931034483,2.0,1,1,1,0,0,0,0,3000000.0
,40.0,,,1.0,14.0,17.0,0.8235294117647058,,,1,1,1,0,1,0,0,4720000.0
,63.0,,63.0,2.0,5.0,17.0,0.29411764705882354,,,0,0,0,0,0,0,1,6978287.0
2009.0,38.0,7.0,19.0,1.0,2.0,17.0,0.11764705882352941,0.18421052631578946,3.0,1,1,1,0,0,0,1,6500000.0
1980.0,38.0,9.0,19.0,1.0,7.0,16.0,0.4375,0.23684210526315788,3.0,1,0,1,0,1,0,0,6300000.0
1963.0,42.0,5.0,25.0,2.0,4.0,5.0,0.8,0.11904761904761904,2.0,1,1,1,1,1,0,0,7250000.0
1985.0,41.0,8.0,20.0,1.0,9.0,14.0,0.6428571428571429,0.1951219512195122,3.0,1,0,1,0,1,0,1,6450000.0
1969.0,34.0,9.0,19.0,1.0,1.0,12.0,0.08333333333333333,0.2647058823529412,2.0,1,1,1,1,0,0,0,5650000.0
1980.0,37.0,10.0,18.0,1.0,10.0,16.0,0.625,0.2702702702702703,2.0,1,0,1,1,1,0,0,6300000.0
2015.0,62.0,10.0,,2.0,18.0,24.0,0.75,0.16129032258064516,,0,0,1,0,0,0,0,7520735.0
,35.0,,,1.0,21.0,,,,,0,0,1,0,0,0,0,4231500.0
1964.0,35.0,6.0,21.0,2.0,9.0,9.0,1.0,0.17142857142857143,3.0,1,1,1,0,1,1,1,6500000.0
2002.0,75.0,10.0,73.0,3.0,8.0,14.0,0.5714285714285714,0.13333333333333333,3.0,1,0,1,0,1,0,0,10700000.0
1979.0,54.0,7.0,29.0,2.0,11.0,12.0,0.9166666666666666,0.12962962962962962,2.0,1,1,1,0,1,0,0,8200000.0
1971.0,39.0,6.0,22.0,2.0,8.0,12.0,0.6666666666666666,0.15384615384615385,3.0,0,1,1,1,0,0,0,8770000.0
1992.0,39.0,8.0,19.0,1.0,2.0,17.0,0.11764705882352941,0.20512820512820512,3.0,1,1,1,0,1,0,0,4600000.0
1962.0,43.0,6.0,27.0,2.0,1.0,5.0,0.2,0.13953488372093023,2.0,1,1,1,1,0,0,0,3000000.0
2002.0,86.0,10.0,50.0,3.0,15.0,16.0,0.9375,0.11627906976744186,3.0,1,0,1,0,1,1,1,12500000.0
1970.0,32.0,5.0,19.0,1.0,1.0,9.0,0.1111111111111111,0.15625,2.0,1,0,1,1,0,0,0,5100000.0
1986.0,39.0,8.0,21.0,1.0,14.0,14.0,1.0,0.20512820512820512,3.0,1,0,1,1,1,0,1,6300000.0
1966.0,44.0,5.0,28.0,2.0,7.0,9.0,0.7777777777777778,0.11363636363636363,2.0,1,1,1,1,1,0,1,7000000.0
1961.0,44.0,5.0,29.0,2.0,3.0,5.0,0.6,0.11363636363636363,3.0,0,1,1,1,0,0,1,6970000.0
1975.0,44.0,5.0,28.0,2.0,4.0,9.0,0.4444444444444444,0.11363636363636363,3.0,1,0,1,1,1,0,0,7300000.0
,61.0,,,2.0,9.0,17.0,0.5294117647058824,,,0,0,1,0,0,0,0,5870304.0
1992.0,75.0,10.0,45.0,3.0,3.0,14.0,0.21428571428571427,0.13333333333333333,3.0,0,1,1,0,1,0,1,8600000.0
1966.0,58.0,5.0,40.0,3.0,3.0,5.0,0.6,0.08620689655172414,2.0,1,1,1,0,1,0,1,7500000.0
1977.0,33.0,6.0,19.0,1.0,4.0,9.0,0.4444444444444444,0.18181818181818182,3.0,1,0,1,1,1,0,0,6350000.0
1970.0,44.0,6.0,27.0,2.0,5.0,9.0,0.5555555555555556,0.13636363636363635,,1,1,1,0,1,0,0,6200000.0
1960.0,58.0,9.0,37.0,2.0,6.0,8.0,0.75,0.15517241379310345,2.0,1,1,1,1,0,0,0,13700000.0
1971.0,59.0,6.0,38.0,3.0,4.0,9.0,0.4444444444444444,0.1016949152542373,2.0,1,1,1,1,0,0,0,11150000.0
1968.0,38.0,6.0,23.0,2.0,11.0,12.0,0.9166666666666666,0.15789473684210525,2.0,1,0,1,1,0,0,1,6500000.0
2011.0,57.0,8.0,29.0,2.0,5.0,17.0,0.29411764705882354,0.14035087719298245,1.0,0,0,0,0,0,0,1,3200000.0
1969.0,45.0,6.0,29.0,2.0,5.0,9.0,0.5555555555555556,0.13333333333333333,2.0,1,0,1,1,1,0,1,2000000.0
1991.0,39.0,8.0,19.0,1.0,17.0,17.0,1.0,0.20512820512820512,3.0,1,0,1,1,1,0,1,6850000.0
1970.0,35.0,9.0,20.0,1.0,3.0,12.0,0.25,0.2571428571428571,3.0,1,1,1,0,0,0,1,6300000.0
2015.0,63.0,10.0,,2.0,6.0,17.0,0.35294117647058826,0.15873015873015872,,0,0,1,0,0,0,0,6999654.0
2004.0,88.0,12.0,45.0,3.0,3.0,17.0,0.17647058823529413,0.13636363636363635,3.0,1,1,1,1,0,0,0,20000000.0
1987.0,39.0,8.0,21.0,1.0,11.0,14.0,0.7857142857142857,0.20512820512820512,2.0,1,1,1,1,1,0,0,7450000.0
1968.0,30.0,6.0,18.0,1.0,5.0,5.0,1.0,0.2,,1,1,1,0,0,0,0,4700000.0
1999.0,53.0,9.0,32.0,2.0,7.0,17.0,0.4117647058823529,0.16981132075471697,4.0,1,0,1,0,1,1,1,14000000.0
1987.0,37.0,9.0,19.0,1.0,7.0,16.0,0.4375,0.24324324324324326,3.0,1,1,1,1,1,0,0,6150000.0
1961.0,44.0,7.0,26.0,2.0,1.0,4.0,0.25,0.1590909090909091,3.0,0,1,1,0,0,0,1,2100000.0
,119.0,,119.0,3.0,8.0,,,,1.0,1,1,1,1,1,0,1,32652930.0
1981.0,47.0,6.0,29.0,2.0,1.0,12.0,0.08333333333333333,0.1276595744680851,3.0,1,0,1,1,1,0,0,6900000.0
1958.0,55.0,8.0,34.0,2.0,8.0,8.0,1.0,0.14545454545454545,3.0,1,1,1,1,1,0,0,12500000.0
1963.0,31.0,5.0,18.0,1.0,2.0,5.0,0.4,0.16129032258064516,3.0,1,1,1,0,1,0,1,5850000.0
2011.0,104.0,11.0,60.0,3.0,9.0,20.0,0.45,0.10576923076923077,1.0,0,1,1,1,0,0,0,15443416.0
1972.0,35.0,9.0,19.0,1.0,5.0,14.0,0.35714285714285715,0.2571428571428571,2.0,1,1,1,0,1,0,0,5300000.0
1974.0,51.0,7.0,29.0,2.0,12.0,12.0,1.0,0.13725490196078433,,1,1,1,1,1,0,0,7100000.0
1978.0,47.0,6.0,30.0,2.0,8.0,12.0,0.6666666666666666,0.1276595744680851,2.0,1,1,1,0,1,1,1,8200000.0
2014.0,93.0,,87.0,3.0,4.0,4.0,1.0,,1.0,0,0,1,1,1,0,0,12180624.0
2011.0,77.0,9.0,45.0,3.0,17.0,17.0,1.0,0.11688311688311688,2.0,0,0,1,1,1,0,0,7082400.0
2010.0,60.0,10.0,34.0,2.0,14.0,25.0,0.56,0.16666666666666666,4.0,1,1,1,0,0,0,1,5925570.0
1963.0,45.0,5.0,30.0,2.0,2.0,5.0,0.4,0.1111111111111111,2.0,1,0,1,1,1,0,0,6490000.0
1977.0,43.0,6.0,23.0,2.0,12.0,14.0,0.8571428571428571,0.13953488372093023,,1,1,1,1,1,1,1,6400000.0
1992.0,41.0,8.0,20.0,1.0,6.0,14.0,0.42857142857142855,0.1951219512195122,2.0,0,1,1,1,0,0,0,7050000.0
1928.0,59.0,9.0,29.0,2.0,2.0,5.0,0.4,0.15254237288135594,3.0,1,1,1,1,0,0,0,11000000.0
1970.0,26.0,,10.0,1.0,4.0,9.0,0.4444444444444444,,2.0,1,1,1,1,0,1,0,4400000.0
2012.0,137.0,16.0,70.0,3.0,17.0,22.0,0.7727272727272727,0.11678832116788321,1.0,1,1,1,1,0,0,0,23000000.0
1969.0,43.0,5.0,29.0,2.0,2.0,9.0,0.2222222222222222,0.11627906976744186,2.0,1,1,1,0,0,0,0,7900000.0
1980.0,54.0,9.0,32.0,2.0,8.0,16.0,0.5,0.16666666666666666,3.0,1,0,1,0,1,0,1,9130000.0
1962.0,31.0,6.0,18.0,1.0,5.0,8.0,0.625,0.1935483870967742,3.0,1,1,1,1,0,0,0,6200000.0
,63.0,,63.0,2.0,5.0,17.0,0.29411764705882354,,,0,0,1,0,0,0,0,7049841.0
,61.0,,61.0,2.0,7.0,20.0,0.35,,1.0,0,0,0,0,0,0,1,6823425.0
1972.0,44.0,5.0,27.0,2.0,2.0,5.0,0.4,0.11363636363636363,2.0,0,0,0,0,0,0,1,3250000.0
,51.0,,51.0,1.0,7.0,,,,1.0,0,0,1,1,0,0,0,4542300.0
2005.0,63.0,12.0,33.0,2.0,6.0,12.0,0.5,0.19047619047619047,3.0,1,0,1,1,1,1,0,8950000.0
,47.0,,47.0,1.0,12.0,25.0,0.48,,,0,0,0,0,0,0,1,5190492.0
2015.0,37.0,,,1.0,6.0,17.0,0.35294117647058826,,1.0,0,0,1,1,1,0,0,4543000.0
1999.0,74.0,9.0,45.0,3.0,1.0,17.0,0.058823529411764705,0.12162162162162163,2.0,0,1,1,0,1,0,1,12100000.0
1989.0,37.0,7.0,18.0,1.0,3.0,17.0,0.17647058823529413,0.1891891891891892,2.0,1,0,1,0,1,0,1,5650000.0
1961.0,43.0,5.0,27.0,2.0,3.0,5.0,0.6,0.11627906976744186,2.0,1,1,1,1,1,0,0,6900000.0
1967.0,47.0,5.0,29.0,2.0,8.0,9.0,0.8888888888888888,0.10638297872340426,2.0,1,1,1,0,1,0,0,6800000.0
2011.0,38.0,7.0,19.0,1.0,6.0,17.0,0.35294117647058826,0.18421052631578946,2.0,0,0,1,1,1,0,1,2000000.0
2006.0,76.0,10.0,47.0,3.0,10.0,12.0,0.8333333333333334,0.13157894736842105,2.0,1,1,1,0,1,0,1,14600000.0
1981.0,75.0,10.0,44.0,3.0,3.0,16.0,0.1875,0.13333333333333333,2.0,1,0,1,1,1,0,1,14550000.0
2002.0,57.0,9.0,29.0,2.0,8.0,16.0,0.5,0.15789473684210525,2.0,1,1,1,1,1,0,0,12200000.0
,51.0,,51.0,2.0,5.0,,,,1.0,0,0,1,0,0,0,0,6168965.0
1976.0,53.0,8.0,30.0,2.0,16.0,16.0,1.0,0.1509433962264151,2.0,1,1,1,1,1,0,1,8100000.0
1992.0,72.0,10.0,43.0,3.0,9.0,14.0,0.6428571428571429,0.1388888888888889,2.0,1,1,1,0,1,0,1,9200000.0
1990.0,51.0,8.0,30.0,2.0,15.0,17.0,0.8823529411764706,0.1568627450980392,3.0,1,1,1,1,1,0,1,9300000.0
2008.0,39.0,8.0,17.0,1.0,12.0,14.0,0.8571428571428571,0.20512820512820512,3.0,1,1,1,0,1,0,1,5800000.0
1966.0,32.0,5.0,20.0,1.0,5.0,5.0,1.0,0.15625,2.0,1,1,1,0,1,0,0,4600000.0
1973.0,49.0,6.0,33.0,3.0,5.0,9.0,0.5555555555555556,0.12244897959183673,3.0,0,1,1,0,1,0,1,6300000.0
,35.0,,,1.0,20.0,25.0,0.8,,1.0,0,0,1,0,0,0,0,4231500.0
1971.0,34.0,6.0,19.0,1.0,1.0,9.0,0.1111111111111111,0.17647058823529413,2.0,1,0,1,1,1,0,0,4600000.0
1969.0,22.0,,22.0,2.0,7.0,9.0,0.7777777777777778,,3.0,1,1,1,1,1,0,0,1000000.0
,57.0,,,2.0,23.0,25.0,0.92,,1.0,0,0,1,1,1,1,0,11260730.0
1964.0,31.0,6.0,18.0,1.0,6.0,8.0,0.75,0.1935483870967742,3.0,1,1,1,1,1,0,1,7000000.0
1962.0,45.0,5.0,30.0,2.0,2.0,5.0,0.4,0.1111111111111111,3.0,1,1,1,1,1,0,1,6600000.0
1971.0,32.0,6.0,18.0,1.0,3.0,9.0,0.3333333333333333,0.1875,2.0,1,1,1,0,1,0,0,4800000.0
1969.0,34.0,7.0,17.0,1.0,14.0,16.0,0.875,0.20588235294117646,3.0,1,1,1,1,1,0,0,6100000.0
1970.0,59.0,6.0,42.0,3.0,4.0,9.0,0.4444444444444444,0.1016949152542373,2.0,1,1,1,1,1,0,0,10900000.0
1992.0,39.0,8.0,21.0,1.0,10.0,14.0,0.7142857142857143,0.20512820512820512,2.0,1,1,1,1,1,0,0,6200000.0
2009.0,134.0,14.0,69.0,4.0,11.0,25.0,0.44,0.1044776119402985,3.0,1,1,1,0,1,1,1,26200000.0
1960.0,54.0,5.0,36.0,3.0,3.0,5.0,0.6,0.09259259259259259,,1,1,1,1,1,0,0,10900000.0
1980.0,75.0,12.0,44.0,3.0,3.0,17.0,0.17647058823529413,0.16,3.0,0,0,1,1,1,0,0,7506800.0
1977.0,24.0,5.0,12.0,1.0,4.0,9.0,0.4444444444444444,0.20833333333333334,3.0,0,1,1,1,1,0,1,3000000.0
1966.0,34.0,7.0,33.0,1.0,6.0,9.0,0.6666666666666666,0.20588235294117646,2.0,1,1,1,1,1,0,0,2000000.0
1981.0,58.0,10.0,34.0,2.0,14.0,18.0,0.7777777777777778,0.1724137931034483,3.0,1,0,1,0,1,1,1,12900000.0
1967.0,45.0,5.0,31.0,2.0,5.0,5.0,1.0,0.1111111111111111,3.0,0,1,1,0,1,0,1,7100000.0
1981.0,42.0,8.0,20.0,1.0,7.0,12.0,0.5833333333333334,0.19047619047619047,,1,1,1,1,1,0,1,7100000.0
1963.0,42.0,5.0,28.0,2.0,1.0,5.0,0.2,0.11904761904761904,3.0,1,1,1,1,1,1,1,6000000.0
2014.0,74.0,,74.0,2.0,11.0,17.0,0.6470588235294118,,2.0,0,0,1,0,0,0,1,6008800.0
1962.0,27.0,5.0,16.0,1.0,1.0,5.0,0.2,0.18518518518518517,4.0,1,1,1,0,0,0,0,4900000.0
2001.0,41.0,10.0,17.0,1.0,8.0,13.0,0.6153846153846154,0.24390243902439024,3.0,1,1,1,1,1,0,0,7600000.0
1958.0,35.0,6.0,17.0,1.0,1.0,5.0,0.2,0.17142857142857143,3.0,1,1,1,0,0,0,0,3950000.0
1979.0,52.0,6.0,,3.0,1.0,9.0,0.1111111111111111,0.11538461538461539,2.0,1,1,1,0,0,0,1,7200000.0
1999.0,36.0,6.0,19.0,1.0,14.0,17.0,0.8235294117647058,0.16666666666666666,2.0,1,1,1,1,1,0,1,7500000.0
1984.0,51.0,8.0,30.0,2.0,4.0,17.0,0.23529411764705882,0.1568627450980392,,1,1,1,1,1,0,0,9100000.0
2007.0,72.0,8.0,41.0,3.0,15.0,22.0,0.6818181818181818,0.1111111111111111,3.0,1,0,1,0,1,0,0,19000000.0
2012.0,51.0,9.0,30.0,2.0,3.0,17.0,0.17647058823529413,0.17647058823529413,3.0,0,0,1,0,0,0,0,4549600.0
1963.0,32.0,5.0,21.0,1.0,8.0,9.0,0.8888888888888888,0.15625,2.0,1,0,1,0,0,0,0,7200000.0
,41.0,,,1.0,5.0,,,,,0,1,1,0,0,0,1,4845000.0
1975.0,59.0,6.0,42.0,3.0,9.0,9.0,1.0,0.1016949152542373,2.0,1,1,1,1,1,0,0,8200000.0
1973.0,24.0,5.0,13.0,1.0,2.0,9.0,0.2222222222222222,0.20833333333333334,2.0,0,1,1,1,0,0,0,4300000.0
1975.0,62.0,8.0,37.0,3.0,1.0,9.0,0.1111111111111111,0.12903225806451613,2.0,1,1,1,1,0,0,0,5800000.0
1970.0,59.0,5.0,38.0,3.0,1.0,12.0,0.08333333333333333,0.0847457627118644,2.0,0,1,1,1,1,1,1,9000000.0
2008.0,58.0,12.0,32.0,2.0,2.0,14.0,0.14285714285714285,0.20689655172413793,2.0,0,0,1,0,1,0,1,8300000.0
1987.0,51.0,8.0,29.0,2.0,5.0,14.0,0.35714285714285715,0.1568627450980392,3.0,1,1,1,0,1,0,0,8000000.0
